,lines,name,type
835,oh i'm well aware of what the government did i assure you actually i've just come to say how grateful i am to you, chill factor ,Comedy
836,that, chill factor ,Comedy
837,i know where the blame belongs but i didn't put you in prison andrew the government did, chill factor ,Comedy
838,me well you could've saved yourself the trip, chill factor ,Comedy
839,is that why you're here to blame, chill factor ,Comedy
840,ple, chill factor ,Comedy
841,not at all like a man responsible for the deaths of eighteen peo, chill factor ,Comedy
842,you look fit healthy, chill factor ,Comedy
843,you look good richard, chill factor ,Comedy
844,no go, chill factor ,Comedy
845,is this stool taken, chill factor ,Comedy
846,, chill factor ,Comedy
847,there's nothing to say doctor someone had to take the fall and they still need you whereas i've never been anything more than a thorn in their collective side as you once said, chill factor ,Comedy
848,about, chill factor ,Comedy
849,i wish they would've let me say something, chill factor ,Comedy
850,andrew, chill factor ,Comedy
851,it's too, chill factor ,Comedy
852,damn you long my people are out there your people are out there, chill factor ,Comedy
853,you'll kill us all, chill factor ,Comedy
854,, chill factor ,Comedy
855,no, chill factor ,Comedy
856,no, chill factor ,Comedy
857,destroyer of worlds, chill factor ,Comedy
858,i am become death the, chill factor ,Comedy
859,let's proceed, chill factor ,Comedy
860,all right one more shot provided we're off the island tonight, chill factor ,Comedy
861,you have my word on that, chill factor ,Comedy
862,me if i thought there was any real danger i i wouldn't go forward, chill factor ,Comedy
863,now i know you have moral objections to what we're doing here but believe, chill factor ,Comedy
864,now listen to me, chill factor ,Comedy
865,but you have no choice but to follow orders, chill factor ,Comedy
866,the united states into the kind of country we're supposed to be fighting against, chill factor ,Comedy
867,sittin' here with our hands in the goddamn cookie jar and let me tell you something else i didn't join the service to let people like you turn, chill factor ,Comedy
868,here and the white house is screaming about chemical weapons and we're, chill factor ,Comedy
869,the nsa thinks the un is onto your work, chill factor ,Comedy
870,if it works your stock at the pentagon will go up along with mine i don't think i need to mention you could use the help, chill factor ,Comedy
871,look this is a scientific experiment okay, chill factor ,Comedy
872,bility, chill factor ,Comedy
873,this isn't some kind of pissing contest long you may be in charge here but those men out there are my responsi, chill factor ,Comedy
874,lar, chill factor ,Comedy
875,you know captain if you hadn't spent so much of your career questioning your superiors you might've found yourself with more gold leaf on your col, chill factor ,Comedy
876,sweeney tells me you don't have computer confirmation, chill factor ,Comedy
877,i don't work for you captain brynner, chill factor ,Comedy
878,and i changed the schedule, chill factor ,Comedy
879,to be off the island tonight, chill factor ,Comedy
880,what the hell is all this about a detonation today we're scheduled, chill factor ,Comedy
881,tor long, chill factor ,Comedy
882,doc, chill factor ,Comedy
883,tell the choppers we're lifting off, chill factor ,Comedy
884,i'll do it, chill factor ,Comedy
885,and i'm warning you leo don't test me get your men and your machines off my radar screen in five or three million people will die, chill factor ,Comedy
886,here, chill factor ,Comedy
887,knowing you brynner you've got buyers waiting to buy you're not gonna use that, chill factor ,Comedy
888,destry fair oaks, chill factor ,Comedy
889,maybe even salt lake not to mention casper, chill factor ,Comedy
890,or i may be wrong the breeze could be gusting south that'd be billings, chill factor ,Comedy
891,hm the wind's northwest that oughta be seattle, chill factor ,Comedy
892,enworth i'll have no compunction at all about using this, chill factor ,Comedy
893,i lost all my squeamishness at leav, chill factor ,Comedy
894,ians but i assure you leo, chill factor ,Comedy
895,yeah i had a small problem with members of our side murdering civil, chill factor ,Comedy
896,and i don't like deviations from plans leo as i'm sure you re, chill factor ,Comedy
897,i checked your release date i never liked coincidences, chill factor ,Comedy
898,as soon as i heard elvis was on the loose you came to mind, chill factor ,Comedy
899,and i certainly can't say it's pleasant, chill factor ,Comedy
900,i can't say it's a surprise, chill factor ,Comedy
901,pleasant surprise, chill factor ,Comedy
902,good to see you again leo, chill factor ,Comedy
903,well lieutenant vitelli, chill factor ,Comedy
904,brynner, chill factor ,Comedy
905,happen if i drop this, chill factor ,Comedy
906,do you know what'll, chill factor ,Comedy
907,nothing has changed i assure you both the army still thinks we got elvis they had a tactical withdrawal it's just those two amateurs now do you really want to concede a hundred million dollars to them, chill factor ,Comedy
908,besides how are we gonna sell something we don't have, chill factor ,Comedy
909,, chill factor ,Comedy
910,all right let's clear the mess and move out, chill factor ,Comedy
911,there's nothing in here sir they got away with it, chill factor ,Comedy
912,vaughn burke move to the end of the street fan out and work your way back to the motel, chill factor ,Comedy
913,closin' down sir, chill factor ,Comedy
914,get 'em on line then stall long can't have gotten far, chill factor ,Comedy
915,ext mountaintop day, chill factor ,Comedy
916,, chill factor ,Comedy
917,int vitelli's helicopter day, chill factor ,Comedy
918,, chill factor ,Comedy
919,int postal van day, chill factor ,Comedy
920,hit him again, chill factor ,Comedy
921,int postal van day, chill factor ,Comedy
922,hit him, chill factor ,Comedy
923,int postal van day, chill factor ,Comedy
924,carl establish contact with that deputy we met earlier he'll be more useful now, chill factor ,Comedy
925,int brynner's van day, chill factor ,Comedy
926,carl set up the camera, chill factor ,Comedy
927,ext dam day, chill factor ,Comedy
928,all right tell the pilot we'll be a half hour, chill factor ,Comedy
929,int helicopter day, chill factor ,Comedy
930,of which we have more than enough, chill factor ,Comedy
931,int hardware store day, chill factor ,Comedy
932,and so missoula's prodigal son returns, chill factor ,Comedy
933,, chill factor ,Comedy
934,int ice cream truck cab day, chill factor ,Comedy
935,you have no idea what you're in possession of do you, chill factor ,Comedy
936,int brynner's van day, chill factor ,Comedy
937,dutiful citizens you have something which i have waited years for, chill factor ,Comedy
938,int brynner's van day, chill factor ,Comedy
939,radio the bikes, chill factor ,Comedy
940,, chill factor ,Comedy
941,int darlene's store day, chill factor ,Comedy
942,well it appears someone's been lying to us, chill factor ,Comedy
943,int darlene's store night, chill factor ,Comedy
944,comes up that road, chill factor ,Comedy
945,ext brynner's van night, chill factor ,Comedy
946,dennis radio the bikes i wanna know if so much as a squirrel, chill factor ,Comedy
947,int brynner's van night, chill factor ,Comedy
948,move this is already affecting our schedule, chill factor ,Comedy
949,int long's car night, chill factor ,Comedy
950,, chill factor ,Comedy
951,int u s research laboratory storage area freezer vault night, chill factor ,Comedy
952,this is it, chill factor ,Comedy
953,int u s research laboratory long's office night, chill factor ,Comedy
954,, chill factor ,Comedy
955,ext fort leavenworth ten years later day, chill factor ,Comedy
956,, chill factor ,Comedy
957,stay put keep the camera trained on, chill factor ,Comedy
958,i'm on it, chill factor ,Comedy
959,sir, chill factor ,Comedy
960,get 'em in the middle of the dam, chill factor ,Comedy
961,having witnessed the effects myself i can assure you it'll be very useful when the bidding starts, chill factor ,Comedy
962,we're gonna use them for demonstration footage, chill factor ,Comedy
963,what about these two, chill factor ,Comedy
964,here, chill factor ,Comedy
965,i wanna patch in from, chill factor ,Comedy
966,get your links set up, chill factor ,Comedy
967,dennis, chill factor ,Comedy
968,move, chill factor ,Comedy
969,just when we have all the cards vaughn take these two behind the van, chill factor ,Comedy
970,shit, chill factor ,Comedy
971,prep the launcher now, chill factor ,Comedy
972,you can't fire on them you're gonna detonate the crystals, chill factor ,Comedy
973,vaughn get the m seventy nine ready, chill factor ,Comedy
974,no a pair of average citizens have decided to risk their lives for their country i almost remember what that feels like, chill factor ,Comedy
975,ther orders, chill factor ,Comedy
976,sir all potential customers have been informed of the delay fur, chill factor ,Comedy
977,you have ten percent of a hundred million dollars comin' your way i think we can impose on you for a little overtime, chill factor ,Comedy
978,quick in and out, chill factor ,Comedy
979,this was supposed to be a, chill factor ,Comedy
980,check the immediate area, chill factor ,Comedy
981,it's clean, chill factor ,Comedy
982,check it out, chill factor ,Comedy
983,there, chill factor ,Comedy
984,we're in, chill factor ,Comedy
985,vaughn, chill factor ,Comedy
986,long went missing from the tech center this morning along with a very dangerous, chill factor ,Comedy
987,that's right, chill factor ,Comedy
988,richard long, chill factor ,Comedy
989,general store, chill factor ,Comedy
990,yeah he's wanted in connection with a death this morning at the jerome, chill factor ,Comedy
991,you know the suspect, chill factor ,Comedy
992,right tim mason, chill factor ,Comedy
993,ty, chill factor ,Comedy
994,to pursue a man who's stolen government proper, chill factor ,Comedy
995,we were called in by the jerome base, chill factor ,Comedy
996,mand out of fort bragg, chill factor ,Comedy
997,i'm colonel brynner u s special operations com, chill factor ,Comedy
998,mind if you tell me what's goin' on, chill factor ,Comedy
999,officer pappas i'm glad you're here, chill factor ,Comedy
1000,carl dennis get out of sight, chill factor ,Comedy
1001,in missoula all we need to do is get to mason before anyone else does, chill factor ,Comedy
1002,this river ends at a hydro dam, chill factor ,Comedy
1003,they'll get a break tomorrow, chill factor ,Comedy
1004,out here captain don't you think the guys deserve a break, chill factor ,Comedy
1005,it's a hundred degrees, chill factor ,Comedy
1006,gear, chill factor ,Comedy
1007,where's their protective, chill factor ,Comedy
1008,you don't think it's that bad do you sir i mean long's spent the last two years developing his defoliant the stuff can't even kill crabgrass yet, chill factor ,Comedy
1009,scientists, chill factor ,Comedy
1010,jesus chri we're on a very slippery slope here sam a covert military operation riddled with civilian, chill factor ,Comedy
1011,noon, chill factor ,Comedy
1012,uh with all due respect sir dr long told me to prep the field for detonation at, chill factor ,Comedy
1013,screwup, chill factor ,Comedy
1014,what sam can't i go down to the loading dock for a few hours without coming back to find a major, chill factor ,Comedy
1015,but, chill factor ,Comedy
1016,yes captain brynner you did but but, chill factor ,Comedy
1017,fall, chill factor ,Comedy
1018,hemmings sam i thought i told you to close up shop and be ready to move up the island by night, chill factor ,Comedy
1019,they took that life away and left me with nothing, chill factor ,Comedy
1020,, chill factor ,Comedy
1021,i would've in another life, chill factor ,Comedy
1022,you'd never understand, chill factor ,Comedy
1023,why you're a nothing nobody why, chill factor ,Comedy
1024,, chill factor ,Comedy
1025,, chill factor ,Comedy
1026,, chill factor ,Comedy
